step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
404,13553.4,21133.0,7579.6,0.0,0.0,0,0,0,0,1,0
9,46466.52,0.0,0.0,58518.77,104985.3,0,0,1,0,0,0
355,4689.83,0.0,0.0,0.0,0.0,0,0,0,0,1,0
154,200448.08,26528.0,226976.08,2372386.83,2171938.75,0,0,0,0,0,0
8,4296.18,3457.5,0.0,0.0,0.0,0,0,0,0,1,0
360,8291.97,10281.0,1989.03,0.0,0.0,0,0,0,0,1,0
396,263448.47,19829.82,0.0,2989112.95,3252561.42,0,0,1,0,0,0
330,7955.21,0.0,0.0,0.0,0.0,0,0,0,0,1,0
11,203381.91,0.0,0.0,366025.1,569407.01,0,0,1,0,0,0
187,204138.0,315681.0,111543.0,185331.49,389469.49,0,0,1,0,0,0
277,85761.72,13308.0,0.0,212429.12,298190.84,0,0,1,0,0,0
36,96123.1,9192.0,105315.1,0.0,0.0,0,0,0,0,0,0
348,88906.49,0.0,0.0,582549.71,956912.01,0,0,1,0,0,0
235,39442.86,0.0,0.0,0.0,0.0,0,0,0,0,1,0
330,32242.04,0.0,0.0,0.0,0.0,0,0,0,0,1,0
522,33112.95,0.0,0.0,8967251.44,9000364.39,0,0,1,0,0,0
189,2007.21,7077.0,5069.79,0.0,0.0,0,0,0,0,1,0
163,67871.85,0.0,0.0,770707.98,327841.0,0,0,1,0,0,0
180,336910.77,0.0,0.0,648159.43,1106268.46,0,0,1,0,0,0
379,157143.91,2349295.55,2506439.46,1102346.91,945203.0,0,0,0,0,0,0
396,14887.36,0.0,0.0,0.0,0.0,0,0,0,0,1,0
180,165430.58,2196064.48,2361495.06,4468705.78,4303275.2,0,0,0,0,0,0
355,75463.5,0.0,0.0,322646.66,398110.15,0,0,1,0,0,0
522,1382.02,52812.0,51429.98,0.0,0.0,0,0,0,0,1,0
35,2125.07,0.0,0.0,186920.74,225996.26,0,0,1,0,0,0
259,9746.52,166225.0,156478.48,0.0,0.0,0,0,0,0,1,0
349,15840.8,3578.0,0.0,0.0,0.0,0,0,0,0,1,0
518,130163.78,0.0,0.0,668888.58,799052.36,0,0,1,0,0,0
39,144278.58,2039.0,0.0,20388.66,173751.35,0,0,1,0,0,0
375,138078.85,0.0,0.0,315356.81,453435.66,0,0,1,0,0,0
17,124978.28,0.0,0.0,5338772.33,5463750.61,0,0,1,0,0,0
13,9016.7,2009.0,0.0,244942.69,253959.39,0,0,1,0,0,0
142,281622.2,18641776.23,18923398.43,4857489.1,4575866.9,0,0,0,0,0,0
354,92293.59,0.0,0.0,1680263.49,1772557.08,0,0,1,0,0,0
399,185792.54,8334.0,194126.54,0.0,0.0,0,0,0,0,0,0
277,204388.79,46169.0,0.0,0.0,204388.79,0,0,1,0,0,0
131,8936.13,245930.03,236993.89,0.0,0.0,0,0,0,0,1,0
235,424050.39,0.0,0.0,692130.69,1116181.09,0,0,1,0,0,0
401,209520.02,0.0,0.0,8744331.08,8953851.1,0,0,1,0,0,0
347,87491.88,7553502.62,7640994.5,525397.53,437905.64,0,0,0,0,0,0
135,108846.24,6579821.67,6688667.91,582581.82,473735.58,0,0,0,0,0,0
349,136989.88,183.0,137172.88,8765867.99,8628878.11,0,0,0,0,0,0
250,72496.33,3674154.06,3746650.38,478648.17,406151.85,0,0,0,0,0,0
20,82664.32,677814.67,760478.99,128169.86,45505.54,0,0,0,0,0,0
226,118.9,20076.0,19957.1,0.0,0.0,0,0,0,0,1,0
297,4158.22,0.0,0.0,0.0,0.0,0,0,0,0,1,0
130,275460.44,16298.0,0.0,0.0,275460.44,0,0,1,0,0,0
135,25365.92,0.0,0.0,0.0,0.0,0,0,0,0,1,0
311,237330.66,0.0,0.0,1311268.71,1548599.38,0,0,1,0,0,0
10,463066.98,113074.14,0.0,1225145.47,1688212.45,0,0,1,0,0,0
156,165706.38,19862109.11,20027815.49,2168256.68,2002550.3,0,0,0,0,0,0
13,822.22,0.0,0.0,0.0,0.0,0,0,0,0,1,0
42,169145.43,0.0,0.0,1214932.36,1384077.79,0,0,1,0,0,0
304,29853.86,0.0,0.0,0.0,0.0,0,0,0,0,1,0
306,14969.01,0.0,0.0,0.0,0.0,0,0,0,0,1,0
186,5909.77,0.0,0.0,0.0,0.0,0,0,0,0,1,0
348,221436.4,23600.0,0.0,336060.25,557496.65,0,0,1,0,0,0
14,188788.27,5614.0,194402.27,0.0,176461.1,0,0,0,0,0,0
135,2889.8,11579.25,8689.45,0.0,0.0,0,0,0,0,1,0
227,1385178.32,2728.0,0.0,25474.55,1410652.86,0,0,0,0,0,1
156,626163.71,0.0,0.0,6504436.47,7130600.18,0,0,1,0,0,0
21,5756.5,31147.0,25390.5,0.0,0.0,0,0,0,0,1,0
279,6468.85,699656.0,693187.15,0.0,0.0,0,0,0,0,1,0
185,10281.34,43472.0,33190.66,0.0,0.0,0,0,0,0,1,0
349,19158.16,318137.45,298979.29,0.0,0.0,0,0,0,0,1,0
329,6702.61,0.0,0.0,0.0,0.0,0,0,0,0,1,0
251,115469.79,3716.0,0.0,2262906.24,2378376.03,0,0,1,0,0,0
588,4706.97,917.0,0.0,0.0,0.0,0,0,0,0,1,0
36,106431.33,0.0,0.0,215296.17,321727.5,0,0,1,0,0,0
400,472476.68,18924.0,491400.68,17596.33,0.0,0,0,0,0,0,0
369,35466.13,60681.0,96147.13,20735605.56,20700139.43,0,0,0,0,0,0
275,4608.11,0.0,0.0,0.0,0.0,0,0,0,0,1,0
137,282686.96,20864.0,303550.96,1808065.22,1525378.26,0,0,0,0,0,0
303,90577.75,10334.0,0.0,0.0,0.0,0,0,0,0,1,0
589,316688.12,181069.0,0.0,17562.49,334250.61,0,0,0,0,0,1
130,176612.16,0.0,0.0,1221824.66,1398436.81,0,0,1,0,0,0
303,22184.05,0.0,0.0,0.0,0.0,0,0,0,0,1,0
232,2401.4,0.0,0.0,0.0,0.0,0,0,0,0,1,0
23,34497.66,0.0,0.0,0.0,0.0,0,0,0,0,1,0
298,241470.24,0.0,241470.24,0.0,0.0,0,0,0,0,0,0
490,91842.99,75248.8,0.0,164289.69,256132.68,0,0,1,0,0,0
236,3674.34,152.0,0.0,0.0,0.0,0,0,0,0,1,0
209,54435.49,0.0,0.0,7551114.94,7605550.43,0,0,1,0,0,0
322,480452.16,0.0,0.0,6443717.09,6924169.25,0,0,0,0,0,1
402,189306.2,335.0,0.0,996516.72,1185822.92,0,0,1,0,0,0
299,3353.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
95,338.68,6412.0,6073.32,0.0,0.0,0,0,0,0,1,0
38,1183019.2,20569.0,0.0,375323.43,1558342.63,0,0,0,0,0,1
249,125785.21,10885.0,0.0,284902.39,410687.61,0,0,1,0,0,0
350,282998.15,20965316.49,21248314.64,2083530.39,1800532.24,0,0,0,0,0,0
279,2990.07,39444.0,36453.93,0.0,0.0,0,0,0,0,1,0
154,7212.66,20954.0,13741.34,0.0,0.0,0,0,0,0,1,0
214,251016.33,0.0,0.0,257471.23,508487.55,0,0,1,0,0,0
132,257775.54,20179.0,0.0,0.0,257775.54,0,0,1,0,0,0
345,329303.05,5570.0,334873.05,14912.43,0.0,0,0,0,0,0,0
399,20674.29,79589.63,58915.34,0.0,0.0,0,0,0,0,1,0
43,170613.81,17919.0,188532.81,0.0,0.0,0,0,0,0,0,0
36,33658.72,1799223.56,1832882.29,9942894.85,9909236.13,0,0,0,0,0,0
396,247281.24,22598.0,269879.24,2487775.64,2240494.4,0,0,0,0,0,0
298,19923.43,85152.35,65228.92,0.0,0.0,0,0,0,0,1,0
396,18639.11,0.0,0.0,0.0,0.0,0,0,0,0,1,0
138,12871.48,30802.0,17930.52,0.0,0.0,0,0,0,0,1,0
184,18006.03,131358.91,113352.88,0.0,0.0,0,0,0,0,1,0
207,152072.14,1256.0,153328.14,28961.2,0.0,0,0,0,0,0,0
37,145256.23,59916.0,0.0,3595348.63,3740604.86,0,0,1,0,0,0
514,5052.32,2664791.76,2669844.08,771291.8,766239.48,0,0,0,0,0,0
252,4687.02,0.0,0.0,0.0,0.0,0,0,0,0,1,0
183,64384.53,22170.0,86554.53,0.0,0.0,0,0,0,0,0,0
139,533065.32,5004.0,0.0,0.0,533065.32,0,0,1,0,0,0
46,51329.0,0.0,0.0,138999.29,190328.29,0,0,1,0,0,0
182,36806.3,0.0,0.0,209063.38,245869.68,0,0,1,0,0,0
382,5415.03,25054.0,19638.97,0.0,0.0,0,0,0,0,1,0
352,205666.23,162586.0,368252.23,5284041.72,5078375.48,0,0,0,0,0,0
19,12020.31,31630.0,19609.69,0.0,0.0,0,0,0,0,1,0
165,328068.71,7145358.4,7473427.11,7401273.59,7073204.89,0,0,0,0,0,0
140,587568.58,9689827.58,10277396.15,753439.55,165870.97,0,0,0,0,0,0
253,545778.67,0.0,0.0,658348.54,1204127.21,0,0,0,0,0,1
299,14042.69,524450.0,510407.31,0.0,14042.69,0,0,1,0,0,0
230,1954.47,120232.0,118277.53,0.0,0.0,0,0,0,0,1,0
178,11477.02,0.0,0.0,0.0,0.0,0,0,0,0,1,0
208,150863.55,27546.0,0.0,192143.76,343007.31,0,0,1,0,0,0
321,23749.84,0.0,0.0,0.0,0.0,0,0,0,0,1,0
299,48078.49,0.0,0.0,0.0,0.0,0,0,0,0,1,0
348,5270.89,69646.83,64375.94,513706.86,518977.75,0,0,0,1,0,0
345,361471.61,25195.0,386666.61,1625248.17,1263776.56,0,0,0,0,0,0
134,220326.37,18539223.53,18759549.9,650694.99,430368.62,0,0,0,0,0,0
34,34925.34,11224.0,0.0,0.0,0.0,0,0,0,0,1,0
402,80610.52,0.0,0.0,3214131.65,3294742.18,0,0,1,0,0,0
140,20661.72,50005.0,29343.28,0.0,20661.72,0,0,1,0,0,0
156,76310.71,0.0,0.0,2696269.84,2772580.55,0,0,1,0,0,0
212,9554.92,440.0,0.0,0.0,0.0,0,0,0,0,1,0
232,126874.3,443.0,0.0,0.0,126874.3,0,0,0,0,0,1
142,16267.37,22295.0,6027.63,0.0,0.0,0,0,0,0,1,0
334,9342.83,0.0,0.0,0.0,0.0,0,0,0,0,1,0
325,6105.74,159009.04,152903.3,0.0,0.0,0,0,0,0,1,0
500,129733.66,8495663.98,8625397.65,193963.29,64229.63,0,0,0,0,0,0
36,30079.14,0.0,0.0,920085.41,1750528.94,0,0,1,0,0,0
357,583584.41,0.0,0.0,2202933.68,2786518.09,0,0,0,0,0,1
251,462559.61,0.0,0.0,1519372.72,1981932.33,0,0,1,0,0,0
331,10007.82,706666.72,696658.9,0.0,0.0,0,0,0,0,1,0
329,180470.31,11277167.63,11457637.93,1290761.32,1110291.01,0,0,0,0,0,0
395,2416.79,84033.0,81616.21,355535.61,357952.41,0,0,1,0,0,0
39,7555.45,0.0,0.0,0.0,0.0,0,0,0,0,1,0
158,3297.13,81814.76,78517.63,0.0,0.0,0,0,0,0,1,0
227,160647.73,23288.0,0.0,0.0,160647.73,0,0,1,0,0,0
166,341163.55,0.0,0.0,5342552.17,5683715.71,0,0,1,0,0,0
185,753130.21,171667.61,0.0,3424472.76,4177602.98,0,0,0,0,0,1
42,6480.84,39654.0,33173.16,0.0,0.0,0,0,0,0,1,0
20,141797.78,11274.0,0.0,9218.0,94286.65,0,0,1,0,0,0
41,5175.47,0.0,0.0,0.0,0.0,0,0,0,0,1,0
236,197213.93,0.0,0.0,6030227.15,6227441.08,0,0,1,0,0,0
355,12226.18,0.0,0.0,0.0,0.0,0,0,0,0,1,0
354,65311.28,219041.0,153729.72,1356661.99,1421973.27,0,0,1,0,0,0
383,700283.54,0.0,0.0,4155958.56,4856242.1,0,0,0,0,0,1
594,82175.48,204265.42,286440.9,4211064.09,4128888.61,0,0,0,0,0,0
332,31548.78,0.0,0.0,0.0,0.0,0,0,0,0,1,0
307,64782.43,20157840.55,20222622.98,3034388.59,2969606.16,0,0,0,0,0,0
256,148023.46,206443.0,58419.54,0.0,148023.46,0,0,1,0,0,0
308,305132.0,2530830.42,2835962.42,3161264.2,2856132.2,0,0,0,0,0,0
346,19804.56,0.0,0.0,0.0,0.0,0,0,0,0,1,0
165,24215.02,303.0,0.0,0.0,0.0,0,0,0,0,1,0
211,158908.56,10186.0,0.0,282142.32,441050.88,0,0,1,0,0,0
257,11187.0,20600.0,9413.0,0.0,0.0,0,0,0,0,1,0
15,18010.06,0.0,0.0,0.0,0.0,0,0,0,0,1,0
232,13611.54,0.0,0.0,0.0,0.0,0,0,0,0,1,0
235,315472.4,35305.16,350777.56,761433.14,289482.58,0,0,0,0,0,0
40,45870.05,0.0,0.0,1771965.63,1817835.68,0,0,1,0,0,0
369,39728.25,51559.0,11830.75,0.0,39728.25,0,0,1,0,0,0
373,355851.44,258288.28,0.0,3403188.53,3759039.97,0,0,0,0,0,1
255,191600.17,0.0,0.0,265917.31,457517.48,0,0,1,0,0,0
312,516373.32,0.0,0.0,1056946.38,1573319.7,0,0,0,0,0,1
42,314454.97,10481.49,324936.46,44705.31,0.0,0,0,0,0,0,0
228,13754.67,11207.0,0.0,0.0,0.0,0,0,0,0,1,0
306,13649.89,0.0,0.0,0.0,0.0,0,0,0,0,1,0
401,105493.21,958401.5,1063894.71,262440.75,156947.53,0,0,0,0,0,0
303,208033.08,7023792.87,7231825.95,5877763.5,5669730.42,0,0,0,0,0,0
136,259925.07,130500.0,0.0,0.0,52893.01,0,0,1,0,0,0
323,364976.19,733710.7,1098686.89,5858086.21,5493110.02,0,0,0,0,0,0
382,259012.32,172173.0,431185.32,0.0,0.0,0,0,0,0,0,0
235,123412.69,5287582.56,5410995.24,1163719.79,1040307.11,0,0,0,0,0,0
187,183751.16,30486.0,214237.16,0.0,0.0,0,0,0,0,0,0
302,4487.67,0.0,0.0,0.0,0.0,0,0,0,0,1,0
234,1452.83,0.0,0.0,0.0,0.0,0,0,0,0,1,0
95,705.6,90552.0,89846.4,0.0,0.0,0,0,0,0,1,0
164,4815.09,0.0,0.0,0.0,0.0,0,0,0,0,1,0
255,150193.08,20965.0,0.0,407032.6,557225.69,0,0,1,0,0,0
130,694573.74,0.0,0.0,733516.34,1428090.08,0,0,0,0,0,1
404,612180.11,0.0,0.0,1352855.51,1965035.62,0,0,1,0,0,0
227,37968.73,144201.16,106232.43,0.0,0.0,0,0,0,0,1,0
402,622684.09,0.0,0.0,3201005.26,3823689.35,0,0,0,0,0,1
225,10788.1,31086.0,20297.9,0.0,0.0,0,0,0,0,1,0
333,240001.9,2561632.88,2801634.78,807436.35,567434.45,0,0,0,0,0,0
262,1967.98,77961.0,75993.02,0.0,0.0,0,0,0,0,1,0
352,7376.25,0.0,0.0,0.0,0.0,0,0,0,0,1,0
298,274698.34,0.0,0.0,1639986.67,1914685.01,0,0,1,0,0,0
18,185462.47,0.0,0.0,2348023.85,3699226.44,0,0,1,0,0,0
306,147422.06,65873.0,0.0,319118.63,466540.69,0,0,1,0,0,0
13,3192.18,209229.0,206036.82,0.0,0.0,0,0,0,0,1,0
297,43522.69,0.0,0.0,593545.76,637068.45,0,0,1,0,0,0
18,219643.8,0.0,0.0,432669.56,180744.51,0,0,1,0,0,0
133,60973.47,4724260.12,4785233.59,5967980.16,5907006.69,0,0,0,0,0,0
395,229209.99,349094.04,578304.03,556727.95,327517.96,0,0,0,0,0,0
277,48719.91,0.0,0.0,0.0,0.0,0,0,0,0,1,0
304,9806.03,0.0,0.0,0.0,0.0,0,0,0,0,1,0
212,8799.23,19259.0,10459.77,0.0,0.0,0,0,0,0,1,0
298,16990.35,1036.81,0.0,0.0,0.0,0,0,0,0,1,0
231,213094.95,50392.0,263486.95,14246.1,0.0,0,0,0,0,0,0
162,433657.62,9889.0,443546.62,0.0,0.0,0,0,0,0,0,0
205,35278.36,0.0,0.0,187373.54,222651.9,0,0,1,0,0,0
402,319025.78,2103112.44,2422138.23,3986888.94,3667863.16,0,0,0,0,0,0
637,26645.59,595950.15,622595.75,5288901.64,5262256.04,0,0,0,0,0,0
210,193329.8,0.0,0.0,251276.95,444606.75,0,0,1,0,0,0
393,1017733.49,33177.0,0.0,59572.64,1077306.13,0,0,0,0,0,1
286,58458.65,7625842.56,7684301.2,2174671.73,2116213.08,0,0,0,0,0,0
236,40920.61,1002.0,0.0,0.0,40920.61,0,0,0,0,0,1
203,1074.54,0.0,0.0,0.0,0.0,0,0,0,0,1,0
514,1024.9,916823.37,917848.27,164024.24,162999.34,0,0,0,0,0,0
160,479535.39,0.0,0.0,11186826.72,11666362.11,0,0,1,0,0,0
24,22958.48,87613.0,64654.52,0.0,0.0,0,0,0,0,1,0
404,10891.99,53070.0,42178.01,0.0,10891.99,0,0,1,0,0,0
304,269080.69,3140.88,0.0,17421810.72,17690891.41,0,0,1,0,0,0
350,461419.2,20993.0,0.0,280560.6,741979.8,0,0,0,0,0,1
180,156395.6,0.0,0.0,352681.87,509077.47,0,0,1,0,0,0
13,90625.47,502837.99,593463.46,11635.0,0.0,0,0,0,0,0,0
397,44007.41,8096.0,0.0,0.0,0.0,0,0,0,0,1,0
15,234218.31,13906.0,0.0,174007.89,408226.2,0,0,1,0,0,0
374,6461.93,0.0,0.0,0.0,0.0,0,0,0,0,1,0
16,92631.37,44385.7,137017.06,333674.88,283986.17,0,0,0,0,0,0
306,4835.98,0.0,0.0,0.0,0.0,0,0,0,0,1,0
250,57390.76,0.0,0.0,818888.57,876279.33,0,0,1,0,0,0
161,135737.1,12765652.78,12901389.88,140790.63,5053.53,0,0,0,0,0,0
275,237612.97,7138.0,0.0,0.0,49223.72,0,0,1,0,0,0
10,271489.76,0.0,0.0,3333921.97,3597321.88,0,0,1,0,0,0
232,113069.36,0.0,0.0,4349023.13,4462092.49,0,0,1,0,0,0
137,20293.29,154278.69,133985.4,0.0,0.0,0,0,0,0,1,0
19,122277.7,0.0,0.0,1106703.35,1071324.86,0,0,1,0,0,0
208,96152.45,0.0,0.0,618482.93,714635.38,0,0,1,0,0,0
177,16278.19,0.0,0.0,0.0,0.0,0,0,0,0,1,0
673,317507.64,963142.34,1280649.97,3744446.31,3426938.67,0,0,0,0,0,0
178,68247.26,59956.0,0.0,15966.83,84214.09,0,0,1,0,0,0
371,5460.41,0.0,0.0,0.0,0.0,0,0,0,0,1,0
278,313129.92,10874.0,324003.92,316411.17,3281.25,0,0,0,0,0,0
181,25647.44,0.0,0.0,0.0,0.0,0,0,0,0,1,0
275,116862.57,79721.0,196583.57,39143.81,0.0,0,0,0,0,0,0
304,10000000.0,164.0,0.0,566741.88,17627555.08,0,0,0,0,0,1
179,1103552.25,6090.0,0.0,0.0,1103552.25,0,0,0,0,0,1
332,7294.91,124.0,0.0,0.0,0.0,0,0,0,0,1,0
130,265100.33,17024434.05,17289534.38,4846860.6,4581760.27,0,0,0,0,0,0
137,110837.21,149181.0,38343.79,1862840.7,1973677.9,0,0,1,0,0,0
299,9667.98,0.0,0.0,0.0,0.0,0,0,0,0,1,0
305,181952.94,89369.0,271321.94,34398.36,0.0,0,0,0,0,0,0
212,29549.21,123653.0,153202.21,1129563.77,1100014.57,0,0,0,0,0,0
325,35588.91,0.0,0.0,0.0,0.0,0,0,0,0,1,0
354,7604.36,2390318.97,2397923.33,153790.6,146186.24,0,0,0,0,0,0
571,3396.57,109.0,0.0,0.0,0.0,0,0,0,0,1,0
256,9100.04,3264.47,0.0,0.0,0.0,0,0,0,0,1,0
8,219127.5,62660.0,0.0,104471.2,318574.94,0,0,1,0,0,0
351,316331.99,0.0,0.0,836105.37,1152437.36,0,0,0,0,0,1
351,286397.38,0.0,0.0,538050.7,824448.09,0,0,0,0,0,1
12,273835.33,172774.17,0.0,2606188.03,2880023.36,0,0,1,0,0,0
297,87589.22,4495.07,0.0,211164.26,298753.48,0,0,1,0,0,0
181,35200.08,71963.0,36762.92,0.0,35200.08,0,0,1,0,0,0
42,46930.01,0.0,0.0,288756.14,335686.15,0,0,1,0,0,0
228,60679.04,0.0,0.0,2948044.66,3008723.7,0,0,1,0,0,0
12,574119.53,14377.0,588496.53,30254.0,0.0,0,0,0,0,0,0
234,437527.17,428840.0,0.0,0.0,437527.17,0,0,1,0,0,0
277,7152.95,0.0,0.0,0.0,0.0,0,0,0,0,1,0
393,22278.84,0.0,0.0,0.0,0.0,0,0,0,0,1,0
40,121405.8,551306.1,429900.3,125976.93,247382.73,0,0,1,0,0,0
357,127308.59,1953415.14,2080723.74,499124.6,371816.01,0,0,0,0,0,0
262,6980.63,30339.0,23358.37,0.0,0.0,0,0,0,0,1,0
324,55719.14,0.0,0.0,386216.65,441935.79,0,0,1,0,0,0
182,1351210.16,0.0,0.0,1937815.55,3289025.71,0,0,0,0,0,1
167,3704.11,2603.0,0.0,0.0,0.0,0,0,0,0,1,0
202,80549.78,383.0,0.0,738125.3,818675.08,0,0,1,0,0,0
346,420017.97,464387.65,44369.68,10497747.74,10917765.71,0,0,1,0,0,0
373,4769.77,0.0,0.0,2375701.6,2380471.37,0,0,1,0,0,0
18,82036.38,605626.85,687663.23,85304.93,3268.55,0,0,0,0,0,0
207,974.69,31284.0,30309.31,0.0,0.0,0,0,0,0,1,0
43,4983.75,254700.44,249716.69,0.0,0.0,0,0,0,0,1,0
258,51048.87,0.0,0.0,1431794.67,1482843.54,0,0,1,0,0,0
214,164516.04,7590896.12,7755412.17,1045100.6,880584.56,0,0,0,0,0,0
709,288623.5,741951.0,453327.5,437428.9,726052.4,0,0,1,0,0,0
139,274208.45,0.0,0.0,287095.89,561304.34,0,0,1,0,0,0
162,246.3,168.0,0.0,0.0,0.0,0,0,0,0,1,0
210,246007.79,5912.92,0.0,4138473.55,4384481.34,0,0,0,0,0,1
637,19220.44,17896.0,0.0,0.0,0.0,0,0,0,0,1,0
46,107516.77,203145.86,95629.09,2036443.02,2143959.79,0,0,1,0,0,0
393,17929.05,57159.0,39229.95,0.0,0.0,0,0,0,0,1,0
234,478133.29,8902.0,487035.29,1546185.2,1068051.91,0,0,0,0,0,0
402,18367.37,21187.0,2819.63,0.0,0.0,0,0,0,0,1,0
274,309156.37,19374.0,0.0,88034.16,397190.53,0,0,1,0,0,0
278,139950.96,7263181.74,7403132.69,1496637.49,1356686.53,0,0,0,0,0,0
396,350137.24,5098.0,0.0,0.0,350137.24,0,0,1,0,0,0
352,340002.12,294378.0,634380.12,3879019.89,3539017.77,0,0,0,0,0,0
326,230434.9,123178.0,0.0,9872361.1,10102796.0,0,0,1,0,0,0
258,105065.5,48250.0,153315.5,2227.48,0.0,0,0,0,0,0,0
307,535530.18,12780.0,0.0,1207949.35,1743479.52,0,0,0,0,0,1
140,12012.66,31892.0,19879.34,0.0,0.0,0,0,0,0,1,0
353,215053.19,98500.0,0.0,0.0,215053.19,0,0,1,0,0,0
135,483297.97,456870.56,0.0,3493840.3,3977138.27,0,0,1,0,0,0
10,6805.03,10228.0,3422.97,0.0,0.0,0,0,0,0,1,0
670,426712.72,0.0,0.0,8074036.48,8500749.2,0,0,0,0,0,1
400,141773.68,4641462.09,4783235.76,344188.47,202414.79,0,0,0,0,0,0
404,184799.01,818408.73,1003207.75,318232.6,133433.58,0,0,0,0,0,0
252,59595.6,0.0,0.0,0.0,0.0,0,0,0,0,1,0
228,2050285.56,16906.0,0.0,2135478.6,4185764.16,0,0,0,0,0,1
358,17279.84,195266.0,177986.16,0.0,0.0,0,0,0,0,1,0
544,21488.66,0.0,0.0,961677.76,983166.42,0,0,1,0,0,0
322,59055.28,7519.54,0.0,0.0,0.0,0,0,0,0,1,0
252,418889.16,20779.0,439668.16,5089921.34,4671032.19,0,0,0,0,0,0
305,93555.21,179.0,93734.21,5286.62,0.0,0,0,0,0,0,0
331,26167.36,11934985.18,11961152.54,2105416.73,2079249.37,0,0,0,0,0,0
251,431360.04,0.0,0.0,857993.72,1289353.76,0,0,1,0,0,0
353,171768.17,1828.0,0.0,117133.6,288901.78,0,0,1,0,0,0
131,18310.58,18343.0,32.42,2863146.04,2881456.62,0,0,1,0,0,0
380,416268.86,0.0,0.0,1195598.19,1611867.05,0,0,1,0,0,0
254,94860.48,531998.7,626859.18,280618.02,185757.54,0,0,0,0,0,0
37,7728.14,20683.0,12954.86,0.0,0.0,0,0,0,0,1,0
303,12366.94,0.0,0.0,0.0,0.0,0,0,0,0,1,0
131,113556.74,28554.0,0.0,883593.81,997150.55,0,0,1,0,0,0
140,153.61,21932.81,21779.2,0.0,0.0,0,0,0,0,1,0
300,351156.28,4074680.8,4425837.08,541312.85,190156.57,0,0,0,0,0,0
348,50089.56,24567661.03,24617750.59,554551.89,504462.33,0,0,0,0,0,0
139,451905.43,1311237.87,1763143.29,3338724.97,2685436.21,0,0,0,0,0,0
186,379454.53,500.0,0.0,1874502.55,2253957.08,0,0,1,0,0,0
345,359459.23,0.0,0.0,795024.54,1154483.77,0,0,1,0,0,0
230,153497.24,134232.0,287729.24,4709105.43,4555608.19,0,0,0,0,0,0
278,11023.01,0.0,0.0,0.0,0.0,0,0,0,0,1,0
299,340480.47,0.0,0.0,1307541.0,1648021.47,0,0,1,0,0,0
9,19476.72,1517793.27,1498316.55,0.0,0.0,0,0,0,0,1,0
308,208372.54,0.0,0.0,259064.27,467436.8,0,0,1,0,0,0
253,18639.9,0.0,0.0,0.0,0.0,0,0,0,0,1,0
637,16427.07,31838.0,15410.93,0.0,0.0,0,0,0,0,1,0
380,7709.77,154431.0,146721.23,0.0,0.0,0,0,0,0,1,0
377,24159.76,122574.0,98414.24,0.0,0.0,0,0,0,0,1,0
165,4968.62,608092.0,603123.38,0.0,0.0,0,0,0,0,1,0
323,18590.74,0.0,0.0,0.0,0.0,0,0,0,0,1,0
408,54952.22,5374422.81,5429375.03,265263.19,210310.97,0,0,0,0,0,0
306,198945.92,70410.0,0.0,1430195.19,1629141.11,0,0,1,0,0,0
284,61132.38,0.0,0.0,255037.61,316169.99,0,0,1,0,0,0
204,145202.77,22645.0,0.0,5362350.68,5507553.44,0,0,1,0,0,0
329,30337.53,104306.0,73968.47,0.0,0.0,0,0,0,0,1,0
259,269698.42,2382803.1,2652501.52,396286.18,126587.76,0,0,0,0,0,0
374,15478.98,1619225.57,1634704.55,1133916.58,1118437.6,0,0,0,0,0,0
37,50856.52,377133.0,326276.48,0.0,0.0,0,0,0,0,1,0
355,302356.64,98044.62,0.0,2522383.79,2824740.43,0,0,1,0,0,0
180,70847.75,49874.0,0.0,278583.61,349431.36,0,0,1,0,0,0
329,35144.99,7273.1,0.0,0.0,0.0,0,0,0,0,1,0
161,14508.82,297044.0,282535.18,295305.87,309814.68,0,0,1,0,0,0
399,30864.86,0.0,0.0,84356.12,115220.98,0,0,1,0,0,0
182,8451.75,0.0,0.0,126267.96,134719.71,0,0,1,0,0,0
401,49991.43,0.0,0.0,0.0,0.0,0,0,0,0,1,0
188,1537.81,82660.0,81122.19,0.0,0.0,0,0,0,0,1,0
33,51689.41,0.0,0.0,0.0,0.0,0,0,0,0,1,0
287,38834.06,0.0,0.0,0.0,0.0,0,0,0,0,1,0
395,202536.98,0.0,0.0,616243.6,818780.59,0,0,1,0,0,0
136,122.63,0.0,0.0,0.0,0.0,0,0,0,0,1,0
384,107655.37,0.0,0.0,13587774.6,13695429.98,0,0,1,0,0,0
380,87684.78,433297.6,520982.38,1233475.02,1145790.25,0,0,0,0,0,0
38,71183.17,3580.0,0.0,2353737.25,2424920.42,0,0,1,0,0,0
205,437005.94,2469.0,439474.94,0.0,0.0,0,0,0,0,0,0
203,4419.08,54976.0,50556.92,0.0,0.0,0,0,0,0,1,0
380,8357.17,78839.61,70482.44,0.0,0.0,0,0,0,0,1,0
297,291832.37,11453.0,0.0,2543884.08,2835716.45,0,0,1,0,0,0
161,5196.65,51717.11,46520.47,0.0,0.0,0,0,0,0,1,0
